iter	Accuracy	Logloss
197	0.8641078838	0.3466131284
198	0.864626556	0.3463815525
199	0.864626556	0.3457327641
200	0.8651452282	0.3455017636
201	0.8661825726	0.3449082396
202	0.8667012448	0.3446254454
203	0.8682572614	0.343911689
204	0.8682572614	0.3434533656
205	0.8682572614	0.3427566826
206	0.8677385892	0.3424948272
207	0.867219917	0.3414129231
208	0.8677385892	0.3411706311
209	0.8677385892	0.3405274217
210	0.8687759336	0.3401392577
211	0.869813278	0.3395922987
212	0.869813278	0.338912917
213	0.869813278	0.3385179703
214	0.8703319502	0.3379874439
215	0.8708506224	0.3372087677
216	0.8703319502	0.3366684258
217	0.8713692946	0.3363078362
218	0.8718879668	0.3355940457
219	0.8734439834	0.3349440235
220	0.8739626556	0.334040555
221	0.8734439834	0.3334068011
222	0.8739626556	0.3327266629
223	0.8739626556	0.3325542637
224	0.8739626556	0.3318787403
225	0.8739626556	0.3312736675
226	0.8739626556	0.3309809368
227	0.8739626556	0.3302761356
228	0.8744813278	0.3298041621
229	0.8755186722	0.3293096666
230	0.8755186722	0.3287477685
231	0.8755186722	0.3282441338
232	0.8755186722	0.3277911565
233	0.8755186722	0.327376979
234	0.8755186722	0.3267542918
235	0.8760373444	0.3260024109
236	0.8755186722	0.3255843335
237	0.8755186722	0.3253452833
238	0.8755186722	0.3250967875
239	0.8755186722	0.3247914809
240	0.8760373444	0.3243711382
241	0.8755186722	0.3237811461
242	0.8760373444	0.3232401358
243	0.8760373444	0.3230360163
244	0.8760373444	0.3224252326
245	0.8760373444	0.3217401404
246	0.8760373444	0.3213925889
247	0.8760373444	0.3209450625
248	0.8760373444	0.320697206
249	0.8760373444	0.3203419047
250	0.8765560166	0.3197951384
251	0.8765560166	0.3191282271
252	0.8765560166	0.3188791975
253	0.877593361	0.3183172118
254	0.8770746888	0.3179653679
255	0.8770746888	0.3173795429
256	0.877593361	0.3168620332
257	0.877593361	0.3163649737
258	0.8781120332	0.316030046
259	0.8786307054	0.3155610407
260	0.8791493776	0.3148888436
261	0.8796680498	0.3145019351
262	0.8796680498	0.3139925821
263	0.8812240664	0.3134839015
264	0.8817427386	0.3129598349
265	0.8817427386	0.312764554
266	0.8832987552	0.3123872534
267	0.8843360996	0.3118690791
268	0.8848547718	0.3114742204
269	0.8848547718	0.3109657577
270	0.8864107884	0.3107493792
271	0.8869294606	0.3102053568
272	0.8869294606	0.3096390938
273	0.8869294606	0.3091316379
274	0.8869294606	0.3085918405
275	0.8869294606	0.3082812673
276	0.8874481328	0.3080438436
277	0.8884854772	0.3074791559
278	0.887966805	0.3072359807
279	0.8895228216	0.306810753
280	0.8890041494	0.3061861484
281	0.8895228216	0.3057259201
282	0.8900414938	0.3052765121
283	0.8900414938	0.304890794
284	0.8900414938	0.3045349835
285	0.890560166	0.3040986515
286	0.890560166	0.3038635483
287	0.8900414938	0.3034453414
288	0.8900414938	0.3032604801
289	0.8900414938	0.3029023409
290	0.890560166	0.3025906046
291	0.8910788382	0.3021923059
292	0.8910788382	0.3016747575
293	0.8910788382	0.3011045272
294	0.8915975104	0.3006897234
295	0.8915975104	0.3003031606
296	0.8941908714	0.2998160931
297	0.8952282158	0.2994602116
298	0.8947095436	0.2991127371
299	0.8947095436	0.2987184814
300	0.8947095436	0.2981459978
301	0.8941908714	0.2977931319
302	0.8941908714	0.2972693339
303	0.8952282158	0.2968433768
304	0.8952282158	0.2962851059
305	0.8952282158	0.2955985791
306	0.895746888	0.2950465362
307	0.895746888	0.2948050576
308	0.8962655602	0.2943808404
309	0.8962655602	0.2940999976
310	0.8967842324	0.293607914
311	0.8967842324	0.2934076556
312	0.8967842324	0.292856508
313	0.8978215768	0.2925800611
314	0.8978215768	0.2921068111
315	0.898340249	0.2915653913
316	0.898340249	0.2911276954
317	0.898340249	0.2907718995
318	0.8988589212	0.2903803476
319	0.8993775934	0.2900662677
320	0.8988589212	0.2899010119
321	0.8993775934	0.2891594579
322	0.8998962656	0.2888400522
323	0.8998962656	0.2885768189
324	0.8998962656	0.2884130871
325	0.90093361	0.288098637
326	0.9004149378	0.2877444539
327	0.90093361	0.2872558931
328	0.9014522822	0.286996996
329	0.9014522822	0.2866647056
330	0.9019709544	0.2857457918
331	0.9019709544	0.2855302275
332	0.9019709544	0.2851184377
333	0.9014522822	0.2846658659
334	0.9014522822	0.2842238429
335	0.9019709544	0.2838001488
336	0.9019709544	0.2833857116
337	0.9030082988	0.2829744867
338	0.9030082988	0.2826897621
339	0.9030082988	0.2822966878
340	0.903526971	0.2819235016
341	0.9040456432	0.2816063187
342	0.9040456432	0.2814735353
343	0.9040456432	0.2812890985
344	0.9040456432	0.2811010746
345	0.9040456432	0.2807751614
346	0.9040456432	0.28020026
347	0.9040456432	0.2799038589
348	0.9040456432	0.2794828601
349	0.9040456432	0.2790838345
350	0.9040456432	0.2785385206
351	0.9040456432	0.2777059769
352	0.9040456432	0.277359024
353	0.9040456432	0.2770189522
354	0.9045643154	0.2766086196
355	0.9045643154	0.2762826721
356	0.9050829876	0.2761005825
357	0.9050829876	0.2757533283
358	0.9050829876	0.2753870306
359	0.9050829876	0.2750732734
360	0.9045643154	0.2748098939
361	0.9045643154	0.2742490805
362	0.9045643154	0.2737812532
363	0.9050829876	0.2734518187
364	0.906120332	0.2730783793
365	0.906120332	0.2729268021
366	0.906120332	0.2726037423
367	0.9066390041	0.2720425382
368	0.9066390041	0.27165669
369	0.9066390041	0.271232245
370	0.9066390041	0.2711291763
371	0.9071576763	0.2708993549
372	0.9071576763	0.2704000936
373	0.9076763485	0.2701045521
374	0.9076763485	0.2696449495
375	0.9076763485	0.2692705646
376	0.9081950207	0.2688890079
377	0.9087136929	0.2685102628
378	0.9092323651	0.268246272
379	0.9092323651	0.2677171723
380	0.9087136929	0.2672305873
381	0.9097510373	0.2667535066
382	0.9097510373	0.266387892
383	0.9097510373	0.2662851767
384	0.9102697095	0.2660534246
385	0.9102697095	0.2657031982
386	0.9102697095	0.2651087781
387	0.9113070539	0.2647455352
388	0.9107883817	0.2643061569
389	0.9107883817	0.2639227744
390	0.9107883817	0.2637712958
391	0.9113070539	0.263495311
392	0.9113070539	0.2631965845
393	0.9118257261	0.2629864987
394	0.9118257261	0.26278914
395	0.9123443983	0.2625524924
396	0.9128630705	0.2620340206
397	0.9128630705	0.2617681315
398	0.9133817427	0.2615876388
399	0.9128630705	0.2613333549
400	0.9133817427	0.260693096
401	0.9128630705	0.2604134241
402	0.9128630705	0.2602757543
403	0.9139004149	0.2600719919
404	0.9133817427	0.2596312555
405	0.9144190871	0.2592616627
406	0.9149377593	0.2589552207
407	0.9149377593	0.2584089704
408	0.9159751037	0.2582489249
409	0.9159751037	0.2577801673
410	0.9159751037	0.2576629928
411	0.9159751037	0.2573378223
412	0.9159751037	0.2572453417
413	0.9159751037	0.256780248
414	0.9159751037	0.2563549442
415	0.9159751037	0.2561164866
416	0.9164937759	0.2556167338
417	0.9170124481	0.255188422
418	0.9170124481	0.2550595157
419	0.9175311203	0.2549685354
420	0.9180497925	0.2546455313
421	0.9185684647	0.2542610295
422	0.9185684647	0.2538165106
423	0.9180497925	0.2533742573
424	0.9185684647	0.2531026156
425	0.9185684647	0.2527075935
426	0.9185684647	0.2525087248
427	0.9180497925	0.2520045171
428	0.9180497925	0.251803174
429	0.9180497925	0.2514735047
430	0.9190871369	0.2510985027
431	0.9190871369	0.2508322628
432	0.9185684647	0.2505365186
433	0.9185684647	0.2502765094
434	0.9185684647	0.250025294
435	0.9190871369	0.2496128527
436	0.9196058091	0.2493383049
437	0.9196058091	0.2492530313
438	0.9196058091	0.2488771158
439	0.9201244813	0.248485516
440	0.9206431535	0.2481887231
441	0.9206431535	0.2478352392
442	0.9211618257	0.2475565418
443	0.9211618257	0.2471998079
444	0.9216804979	0.2468647259
445	0.9216804979	0.2465174612
446	0.9216804979	0.2461511399
447	0.9216804979	0.2455862096
448	0.9216804979	0.2452918008
449	0.9221991701	0.2450828305
450	0.9221991701	0.2448869645
451	0.9221991701	0.2447005416
452	0.9221991701	0.2444175466
453	0.9221991701	0.2440856797
454	0.9221991701	0.2438095001
455	0.9227178423	0.2434514599
456	0.9227178423	0.2431746132
457	0.9227178423	0.2429379106
458	0.9227178423	0.2426370459
459	0.9227178423	0.2423529645
460	0.9227178423	0.2420241344
461	0.9227178423	0.2415682165
462	0.9232365145	0.2413244243
463	0.9227178423	0.2407827681
464	0.9227178423	0.2405579766
465	0.9237551867	0.2402905672
466	0.9242738589	0.2399252993
467	0.9242738589	0.2395605309
468	0.9232365145	0.239305691
469	0.9232365145	0.238918908
470	0.9237551867	0.2386166559
471	0.9237551867	0.2385386414
472	0.9253112033	0.2382213943
473	0.9247925311	0.2380455886
474	0.9247925311	0.2378615147
475	0.9247925311	0.2375962348
476	0.9247925311	0.2373327531
477	0.9242738589	0.2372072071
478	0.9247925311	0.2369852917
479	0.9247925311	0.2365291407
480	0.9247925311	0.2363456675
481	0.9247925311	0.2361830628
482	0.9242738589	0.2358158257
483	0.9242738589	0.2355765374
484	0.9247925311	0.2353121558
485	0.9247925311	0.2352246461
486	0.9253112033	0.2348813532
487	0.9258298755	0.234618618
488	0.9258298755	0.2345308049
489	0.9258298755	0.2341215117
490	0.9258298755	0.2339153094
491	0.9258298755	0.2336734798
492	0.9258298755	0.233349052
493	0.9258298755	0.2329870538
494	0.9258298755	0.2327893359
495	0.9258298755	0.2324912003
496	0.9258298755	0.2322754863
497	0.9263485477	0.2318594289
498	0.9263485477	0.2315576406
499	0.9263485477	0.231249987
500	0.9263485477	0.2309463183
501	0.9263485477	0.2308048946
502	0.9263485477	0.230606926
503	0.9263485477	0.2303522999
504	0.9268672199	0.2301204393
505	0.9273858921	0.229682034
506	0.9273858921	0.2294187233
507	0.9273858921	0.2291385619
508	0.9273858921	0.228905843
509	0.9279045643	0.228709084
510	0.9284232365	0.2284209457
511	0.9284232365	0.2280777513
512	0.9284232365	0.2279743801
513	0.9289419087	0.2276285396
514	0.9284232365	0.2274229786
515	0.9289419087	0.2272019559
516	0.9294605809	0.2270808166
517	0.9294605809	0.2269039502
518	0.9294605809	0.2268384007
519	0.9294605809	0.2265324476
520	0.9294605809	0.2265085867
521	0.9299792531	0.2261694238
522	0.9304979253	0.2258146971
523	0.9315352697	0.2253598438
524	0.9315352697	0.2250396502
525	0.9315352697	0.2246062946
526	0.9315352697	0.2245091589
527	0.9315352697	0.2242911592
528	0.9315352697	0.224179292
529	0.9315352697	0.2240460692
530	0.9310165975	0.2238035599
531	0.9315352697	0.2235769007
532	0.9310165975	0.2233417276
533	0.9310165975	0.2230342848
534	0.9310165975	0.2229039455
535	0.9310165975	0.2226489658
536	0.9315352697	0.2222690999
537	0.9315352697	0.2220026262
538	0.9315352697	0.2218020069
539	0.9315352697	0.2211944458
540	0.9320539419	0.2210107897
541	0.9325726141	0.220782836
542	0.9325726141	0.2203743249
543	0.9330912863	0.2200095717
544	0.9330912863	0.2197241122
545	0.9330912863	0.2195049033
546	0.9336099585	0.2194297725
547	0.9330912863	0.2188753996
548	0.9330912863	0.2185079095
549	0.9341286307	0.2181825064
550	0.9341286307	0.2180401865
551	0.9341286307	0.2178022878
552	0.9346473029	0.2175850704
553	0.9351659751	0.2171527916
554	0.9351659751	0.2167472529
555	0.9351659751	0.2166080329
556	0.9351659751	0.2163402279
557	0.9351659751	0.2161496096
558	0.9351659751	0.2159352437
559	0.9351659751	0.2157461847
560	0.9351659751	0.2156280993
561	0.9356846473	0.2151999515
562	0.9356846473	0.2147967119
563	0.9356846473	0.2145196609
564	0.9356846473	0.2142103047
565	0.9356846473	0.2140451333
566	0.9356846473	0.2139511257
567	0.9356846473	0.213843563
568	0.9356846473	0.2136308121
569	0.9356846473	0.2133772051
570	0.9362033195	0.2130059958
571	0.9362033195	0.2129410831
572	0.9362033195	0.2125845133
573	0.9362033195	0.2122481821
574	0.9362033195	0.2119789987
575	0.9362033195	0.2116637366
576	0.9367219917	0.2113247671
577	0.9367219917	0.2110250817
578	0.9367219917	0.2107191838
579	0.9367219917	0.2105173246
580	0.9367219917	0.2104358149
581	0.9362033195	0.2101398417
582	0.9362033195	0.2099674507
583	0.9362033195	0.2097938765
584	0.9372406639	0.2095598081
585	0.9372406639	0.2094613358
586	0.9372406639	0.2092096847
587	0.9372406639	0.2089093845
588	0.9372406639	0.2085128866
589	0.9377593361	0.2082780633
590	0.9377593361	0.208075431
591	0.9377593361	0.2077877017
592	0.9377593361	0.2075627769
593	0.9377593361	0.2073620944
594	0.9377593361	0.2070103175
595	0.9377593361	0.2066710742
596	0.9377593361	0.206380282
597	0.9377593361	0.2061692077
598	0.9377593361	0.2058893793
599	0.9377593361	0.2056539263
600	0.9377593361	0.2053518207
601	0.9377593361	0.2052854184
602	0.9387966805	0.205044481
603	0.9387966805	0.2049248484
604	0.9387966805	0.2045860862
605	0.9393153527	0.2043403449
606	0.9393153527	0.2040475347
607	0.9393153527	0.2038893118
608	0.9393153527	0.2036233019
609	0.9393153527	0.2034130892
610	0.9393153527	0.203097223
611	0.9393153527	0.2028959705
612	0.9393153527	0.2026937129
613	0.9398340249	0.2025607069
614	0.9398340249	0.2022707336
615	0.9398340249	0.2020956535
616	0.9398340249	0.2019067204
617	0.9398340249	0.2016566802
618	0.9398340249	0.2015538745
619	0.9398340249	0.2012174244
620	0.9398340249	0.2010322019
621	0.9398340249	0.2008800836
622	0.9398340249	0.2006179865
623	0.9398340249	0.200417504
624	0.9398340249	0.2001033852
625	0.9398340249	0.1998503527
626	0.9398340249	0.1997282774
627	0.9398340249	0.1994878431
628	0.9398340249	0.1994367964
629	0.9403526971	0.1993047977
630	0.9413900415	0.1988124746
631	0.9413900415	0.1985397473
632	0.9413900415	0.1983826261
633	0.9413900415	0.1981840051
634	0.9419087137	0.1980204061
635	0.9419087137	0.1978043134
636	0.9419087137	0.1977559636
637	0.9419087137	0.1974974542
638	0.9424273859	0.1973359294
639	0.9424273859	0.197143787
640	0.9424273859	0.1970395039
641	0.9424273859	0.1967875878
642	0.9419087137	0.1964188745
643	0.9419087137	0.196161743
644	0.9424273859	0.1960108233
645	0.9424273859	0.1957685182
646	0.9429460581	0.1955381661
647	0.9434647303	0.1952940531
648	0.9434647303	0.195152032
649	0.9434647303	0.1949088631
650	0.9429460581	0.1945166366
651	0.9429460581	0.1943084837
652	0.9429460581	0.1941166213
653	0.9429460581	0.1939808976
654	0.9429460581	0.1936645861
655	0.9439834025	0.1935048176
656	0.9439834025	0.1932689051
657	0.9450207469	0.1930179004
658	0.9455394191	0.1927876696
659	0.9455394191	0.1925776948
660	0.9460580913	0.1922691687
661	0.9460580913	0.1919931146
662	0.9455394191	0.1916586153
663	0.9455394191	0.1915064309
664	0.9455394191	0.1912199724
665	0.9455394191	0.1911038037
666	0.9455394191	0.1907928499
667	0.9455394191	0.1905043967
668	0.9455394191	0.1903211316
669	0.9455394191	0.1902231635
670	0.9455394191	0.1899911237
671	0.9460580913	0.1897733626
672	0.9460580913	0.1895197403
673	0.9465767635	0.1893467276
674	0.9460580913	0.1891549583
675	0.9460580913	0.1887681701
676	0.9460580913	0.188692612
677	0.9465767635	0.1883635957
678	0.9465767635	0.1881064296
679	0.9465767635	0.1879498145
680	0.9465767635	0.1876992042
681	0.9465767635	0.1874783468
682	0.9470954357	0.187194494
683	0.9465767635	0.187013394
684	0.9465767635	0.186848165
685	0.9476141079	0.1863795911
686	0.9476141079	0.1859947783
687	0.9470954357	0.1856714067
688	0.9470954357	0.185457074
689	0.9481327801	0.1851240942
690	0.9481327801	0.1846443487
691	0.9481327801	0.1843929096
692	0.9481327801	0.1843395333
693	0.9481327801	0.1840718447
694	0.9481327801	0.1838739785
695	0.9481327801	0.1835537442
696	0.9481327801	0.1832945772
697	0.9486514523	0.1831374883
698	0.9486514523	0.1829890654
699	0.9481327801	0.1828371522
700	0.9481327801	0.1827542658
701	0.9481327801	0.1824384452
702	0.9486514523	0.1821289803
703	0.9486514523	0.1819376947
704	0.9486514523	0.1817164265
705	0.9481327801	0.1815960129
706	0.9481327801	0.1815250812
707	0.9481327801	0.1813423898
708	0.9486514523	0.1811827947
709	0.9486514523	0.1809360032
710	0.9486514523	0.1807436803
711	0.9481327801	0.1804850487
712	0.9481327801	0.1803421651
713	0.9481327801	0.1802209688
714	0.9481327801	0.1800101713
715	0.9481327801	0.1797562124
716	0.9481327801	0.1795938181
717	0.9481327801	0.1795059774
718	0.9481327801	0.1794519615
719	0.9481327801	0.1793060415
720	0.9486514523	0.179138676
721	0.9486514523	0.1790790247
722	0.9491701245	0.1788973243
723	0.9491701245	0.1787987281
724	0.9491701245	0.1786099913
725	0.9491701245	0.1785470923
726	0.9491701245	0.1784144262
727	0.9491701245	0.1780860292
728	0.9491701245	0.1779856045
729	0.9491701245	0.1778839816
730	0.9491701245	0.1776994056
731	0.9491701245	0.1775027398
732	0.9491701245	0.1772915918
733	0.9491701245	0.1770606642
734	0.9491701245	0.1769187421
735	0.9496887967	0.1767879779
736	0.9496887967	0.1765844669
737	0.9491701245	0.1762536013
738	0.9502074689	0.1760332166
739	0.9502074689	0.1759805692
740	0.9502074689	0.1757632157
741	0.9507261411	0.1756042545
742	0.9507261411	0.1754598305
743	0.9507261411	0.1753927297
744	0.9507261411	0.17513889
745	0.9507261411	0.1750379502
746	0.9507261411	0.1749700848
747	0.9507261411	0.1748413908
748	0.9507261411	0.1744459342
749	0.9507261411	0.174378052
750	0.9507261411	0.174102229
751	0.9507261411	0.1739536203
752	0.9507261411	0.1739085956
753	0.9507261411	0.1736975752
754	0.9507261411	0.1735220102
755	0.9507261411	0.1733411499
756	0.9502074689	0.1730948942
757	0.9502074689	0.1729299411
758	0.9507261411	0.1724615514
759	0.9507261411	0.1722890067
760	0.9507261411	0.1721479256
761	0.9507261411	0.1718719156
762	0.9507261411	0.1716709913
763	0.9512448133	0.1714488287
764	0.9512448133	0.1711526423
765	0.9512448133	0.1709256398
766	0.9512448133	0.1709106114
767	0.9512448133	0.1707832283
768	0.9512448133	0.1706508199
769	0.9512448133	0.1704371271
770	0.9517634855	0.170039959
771	0.9517634855	0.1698373722
772	0.9522821577	0.1696408781
773	0.9522821577	0.1694624906
774	0.9522821577	0.1692660493
775	0.9522821577	0.1691295477
776	0.9522821577	0.1690687239
777	0.9528008299	0.16877388
778	0.9528008299	0.1686064551
779	0.9533195021	0.1683646226
780	0.9533195021	0.1682018925
781	0.9533195021	0.1679904552
782	0.9538381743	0.1678358251
783	0.9538381743	0.1677134698
784	0.9538381743	0.167667518
785	0.9543568465	0.1674617068
786	0.9543568465	0.1672716228
787	0.9548755187	0.1671087695
788	0.9548755187	0.1669765343
789	0.9548755187	0.1668351471
790	0.9548755187	0.1666486035
791	0.9548755187	0.1664148357
792	0.9543568465	0.166162072
793	0.9543568465	0.1659927684
794	0.9543568465	0.165824231
795	0.9543568465	0.1657105775
796	0.9548755187	0.1655751293
797	0.9548755187	0.165499524
798	0.9548755187	0.1652976582
799	0.9548755187	0.1651433853
800	0.9548755187	0.1649861834
801	0.9548755187	0.1647691516
802	0.9548755187	0.164633805
803	0.9548755187	0.1645348446
804	0.9548755187	0.1643632148
805	0.9548755187	0.1642453029
806	0.9548755187	0.1640896405
807	0.9543568465	0.1639677081
808	0.9548755187	0.163732481
809	0.9548755187	0.1635759632
810	0.9559128631	0.1633498318
811	0.9559128631	0.1630894815
812	0.9559128631	0.1628434418
813	0.9559128631	0.1628010348
814	0.9559128631	0.1625937886
815	0.9564315353	0.1623936356
816	0.9559128631	0.1621819694
817	0.9559128631	0.1619816419
818	0.9559128631	0.1618360891
819	0.9559128631	0.16162971
820	0.9559128631	0.1614484911
821	0.9564315353	0.1611685349
822	0.9564315353	0.1610466466
823	0.9564315353	0.1609438722
824	0.9564315353	0.1606306674
825	0.9564315353	0.1604723
826	0.9564315353	0.160351284
827	0.9574688797	0.1601278512
828	0.9574688797	0.1599590171
829	0.9574688797	0.1597684957
830	0.9569502075	0.1596429156
831	0.9574688797	0.1596021551
832	0.9574688797	0.159478439
833	0.9574688797	0.1592623206
834	0.9574688797	0.1591266325
835	0.9579875519	0.1589744392
836	0.9569502075	0.1588328355
837	0.9569502075	0.1587115248
838	0.9574688797	0.1583908865
839	0.9574688797	0.1582641983
840	0.9574688797	0.1580626655
841	0.9574688797	0.1579446876
842	0.9574688797	0.1578935491
843	0.9574688797	0.1576246024
844	0.9574688797	0.1574895031
845	0.9574688797	0.1573005443
846	0.9579875519	0.1570694881
847	0.9579875519	0.1568796169
848	0.9579875519	0.1567698278
849	0.9579875519	0.1565821319
850	0.9579875519	0.15634174
851	0.9585062241	0.1561338868
852	0.9590248963	0.1558608744
853	0.9590248963	0.1558034752
854	0.9590248963	0.1556095138
855	0.9590248963	0.1554984327
856	0.9600622407	0.1552903117
857	0.9600622407	0.1550747561
858	0.9600622407	0.1548341694
859	0.9600622407	0.154686044
860	0.9600622407	0.1545842582
861	0.9600622407	0.1545475485
862	0.9600622407	0.1544274971
863	0.9600622407	0.154340215
864	0.9600622407	0.1542025376
865	0.9600622407	0.1541183694
866	0.9600622407	0.1539737186
867	0.9600622407	0.1538426937
868	0.9605809129	0.1536568953
869	0.9605809129	0.1534726953
870	0.9610995851	0.1533094289
871	0.9610995851	0.1532344272
872	0.9605809129	0.1531092941
873	0.9605809129	0.1529971111
874	0.9605809129	0.1529376251
875	0.9605809129	0.1527125679
876	0.9605809129	0.15249515
877	0.9605809129	0.152398842
878	0.9605809129	0.152130744
879	0.9605809129	0.1518531257
880	0.9605809129	0.1516121549
